"ProfID","HorID","DepthFrom","DepthTo","CaCO3_perc","OM_perc","pH_H2O","pH_nKCl","P2O5_mg100g","K2O_mg100g","Bulk_density_gcm3","Higroscopic_water","Stones_perc","Sand_perc","Silt_perc","Clay_perc"
"P5853","P5853H02",30,68,NA,1.4,7.9,6.8,2,33,NA,NA,0,28,14,58
"P5903","P5903H03",60,100,36.1,1.4,8.4,6.9,2.9,11.2,NA,6.3,NA,28,22,50
"P6186","P6186H02",13,21,0,5.2,7.1,6.3,1.6,12,NA,4.1,1,28,30,42
"P6259","P6259H03",85,120,1.1,0.9,7.7,7,NA,NA,NA,4.9,1,28,25,46
"P6282","P6282H04",65,90,3.6,0.7,9.1,8.3,NA,NA,NA,5.6,0,28,20,52
"P6345","P6345H03",55,80,0,0.7,7.4,5.9,NA,NA,NA,NA,1,28,25,47
"P6360","P6360H02",40,51,25.1,1.6,7.6,6.7,NA,NA,NA,6.7,3,28,21,51
"P6433","P6433H02",31,69,0,2.9,6.8,5.8,NA,NA,NA,12.3,1,28,18,54
"P6461","P6461H01",0,25,0,4.6,6.3,5.8,NA,NA,NA,8.4,2,28,17,55
"P0031","P0031H04",72,120,0,1.8,7.5,7,NA,NA,NA,2.5,0,29,50,22
"P0164","P0164H02",20,50,0,1.7,6.6,5.7,1.3,13.7,NA,9.2,2,29,13,58
"P0165","P0165H02",20,50,0,2.6,7.3,6.2,2,16,NA,8.5,1,29,19,51
"P1032","P1032H02",20,40,57.6,1.2,NA,NA,NA,NA,NA,NA,0,29,62,8
"P1481","P1481H02",10,20,NA,1.3,5.8,NA,NA,NA,NA,1.6,NA,29,53,18
"P1658","P1658H02",18,90,7.8,2.4,8.1,7.3,12.1,15.2,NA,NA,0,29,44,28
"P1703","P1703H02",22,54,0,2.6,5.6,4.3,1,27.4,NA,2.1,12,29,24,47
"P1728","P1728H01",0,18,0,8.5,7.2,6.3,5.4,30.8,NA,3.4,7,29,15,57
"P1729","P1729H02",21,73,0,1.9,7,5.9,12.7,19.6,NA,4.1,1,29,31,41
"P1736","P1736H02",19,37,0,3,6.7,5.4,1,16.4,NA,2,7,29,35,36
"P2059","P2059H03",84,111,0.1,1.9,6.7,6.7,NA,NA,NA,NA,NA,29,39,32
"P2068","P2068H02",20,52,4.4,2.4,7.8,7,19,17.2,1.4,5.4,NA,29,43,28
"P2425","P2425H02",15,43,0.2,1.3,6.5,5.8,2,5,1.3,3.7,NA,29,57,14
"P2506","P2506H01",0,34,0.2,2.6,6.1,5.3,2.1,7.6,1.4,2.1,NA,29,64,7
"P3358","P3358H02",19,60,2.2,1.6,7.3,6,1.5,29.6,NA,4.8,1,29,17,55
"P3364","P3364H04",97,110,0,0.8,7.1,5.6,3.7,22.7,NA,3.2,2,29,29,42
"P3825","P3825H01",0,40,0.2,2.6,6.9,6.2,19,10.4,1.4,1.2,NA,29,55,16
"P4103","P4103H02",30,47,21.1,1.9,8.3,7.1,7.2,NA,NA,3.8,26,29,40,31
"P4122","P4122H03",55,90,17.8,0.7,8.3,7.1,17.2,11.6,NA,2.3,1,29,40,32
"P4584","P4584H02",20,120,0.3,1.2,5.6,4.8,1.7,10.9,NA,3.8,2,29,21,51
"P4595","P4595H02",25,100,0.2,1.3,6.4,5.7,0.6,7,NA,3.3,2,29,35,35
"P5268","P5268H03",43,85,15.7,1.4,8.1,7.4,4.3,30.9,NA,2.8,0,29,40,31
"P5840","P5840H02",18,77,0.9,3.4,8.1,7.1,1,19.7,NA,11.4,1,29,36,35
"P5844","P5844H02",32,78,1.9,1.4,8,7,0.6,27,NA,NA,0,29,16,56
"P5845","P5845H02",24,71,6.4,4,8.1,7,6.2,22.8,1.2,3.8,12,29,14,57
"P5889","P5889H01",0,34,0,1.6,6.2,5.2,0.8,9.5,NA,NA,NA,29,37,34
"P5893","P5893H01",0,18,0,3.4,6.2,5.5,NA,NA,NA,8.8,1,29,23,48
"P6214","P6214H03",43,85,15.7,1.4,8.1,7.4,NA,NA,NA,2.8,0,29,40,31
"P6222","P6222H04",90,110,23.8,1.1,8.8,7.5,NA,NA,NA,3.8,2,29,30,41
"P6425","P6425H02",14,76,0,2.9,6.2,5.6,NA,NA,NA,NA,2,29,20,51
"P6451","P6451H02",20,52,0,1.9,6.8,5.9,NA,NA,NA,4.7,1,29,10,62
"P0165","P0165H03",50,80,0,2.4,7.5,6.4,NA,NA,NA,8.1,1,30,21,49
"P0531","P0531H03",49,82,0,1.8,7,5.9,35.1,16.3,NA,1.9,6,30,52,18
"P0743","P0743H02",35,75,35.3,0.9,8.3,8.1,23.5,8.4,NA,NA,10,30,32,39
"P0793","P0793H03",70,90,52.6,1.5,8.4,7.1,20,3.2,NA,NA,9,30,36,34
"P1735","P1735H02",19,75,0,1.9,5.4,4.5,1,25.2,NA,1.7,17,30,28,42
"P1751","P1751H01",2,21,0,9.5,6.8,6.1,2,31.7,NA,4.2,4,30,13,57
"P1753","P1753H03",52,85,0,1.3,NA,NA,2.1,14.8,NA,3.7,6,30,28,42
"P1756","P1756H01",0,11,4,7,7.1,6.5,1.5,40,NA,5.1,19,30,24,46
"P1756","P1756H02",11,55,0.7,4.6,7.3,6.2,1,27,NA,5,0,30,22,48
"P1899","P1899H02",20,60,0,1.9,6.9,5.6,4.4,12.7,NA,2.7,1,30,54,15
"P1984","P1984H03",50,73,0,4,5.1,4.5,6.3,3.5,NA,1.9,1,30,53,17
"P2036","P2036H03",65,95,1,1.5,NA,6.5,5.8,2.6,NA,1.2,1,30,55,16
"P2053","P2053H01",0,35,0.1,2.5,6.9,6.1,0.4,19.6,1.7,4,NA,30,46,24
"P2053","P2053H02",35,60,2,1.9,7.6,6.8,1.6,16.4,1.6,4.2,NA,30,53,18
"P2100","P2100H01",0,26,0.1,3.6,6.1,5,6,22.8,1.2,7.1,NA,30,28,42
"P2101","P2101H03",71,90,3.6,0.8,7.5,6.8,NA,NA,NA,NA,NA,30,62,9
"P2164","P2164H01",0,16,0,4.6,6.3,5.3,4,20,1.1,4.1,NA,30,27,43
"P2638","P2638H03",75,100,0,1.1,8.3,6.9,1,35.7,NA,NA,3,30,34,35
"P3364","P3364H01",0,31,0,2.8,6.8,5.3,0,30.3,NA,4.3,4,30,23,47
"P3613","P3613H01",0,42,NA,4.3,6,5,8,20,1.3,4.4,NA,30,47,24
"P3824","P3824H01",0,44,0,2.5,5.9,4.9,0.5,9,1.3,2.2,NA,30,54,17
"P3839","P3839H02",24,48,0,1.5,6.4,5.6,6.6,6.6,1.7,4,NA,30,47,23
"P4031","P4031H02",30,65,0,1.4,6.8,5.6,1,26,NA,NA,0,30,20,51
"P4031","P4031H03",65,110,0,1.1,7.4,6,1,25,NA,NA,0,30,20,49
"P4113","P4113H02",31,70,35.3,1.3,8.4,7.3,16.2,2.7,NA,2.9,1,30,37,33
"P4585","P4585H02",20,120,0.1,1.1,6,5.2,0.6,10.8,NA,3.1,3,30,28,43
"P5202","P5202H02",17,55,14.7,3,8,7.2,10.8,24,NA,3.3,0,30,32,38
"P5261","P5261H03",70,100,1.4,1.5,8.7,7.2,2.5,41.8,NA,4.3,2,30,31,39
"P5809","P5809H04",100,120,0,0.7,4.2,3.2,NA,NA,NA,NA,5,30,21,49
"P5834","P5834H02",10,75,0,2.5,6.7,5.8,1,6.7,NA,NA,0,30,19,51
"P5852","P5852H03",70,90,33.8,0.5,8.3,7.2,2.8,19.4,NA,NA,0,30,16,55
"P5855","P5855H04",75,105,47.9,0.4,8.4,7.4,1.5,32,NA,NA,1,30,20,49
"P5894","P5894H01",0,12,0,3.9,7,6.2,2.1,40,NA,7.7,4,30,25,46
"P5894","P5894H03",35,65,0,2.2,7.2,5.9,1.9,19.6,NA,8.5,4,30,2,68
"P5895","P5895H03",47,80,0,1,6.4,5.1,1,23,NA,6.1,6,30,16,54
"P5895","P5895H04",80,110,0,0.6,6.4,5.1,1,23,NA,6.9,4,30,16,55
"P5898","P5898H02",35,55,0,1.1,6.5,5.3,1,32.4,NA,5.9,3,30,19,51
"P5902","P5902H02",30,56,21.1,2.4,8,6.7,9.1,19.2,NA,7.7,NA,30,18,53
"P5903","P5903H01",0,40,6,3.3,8,6.5,13.8,30.4,NA,8.2,NA,30,16,55
"P5979","P5979H04",75,120,24.9,0.7,8.2,7.4,NA,NA,NA,4.7,4,30,27,43
"P6195","P6195H02",16,40,0,5.3,5.8,4.5,4.9,11.2,NA,2.4,3,30,30,40
"P6196","P6196H02",20,53,0,3.5,5.5,4.3,15.9,20,NA,2,1,30,30,40
"P6226","P6226H03",54,70,33.6,1.2,8,6.9,NA,NA,NA,NA,4,30,24,46
"P6282","P6282H03",23,65,2.4,1.1,8.8,7.7,NA,NA,NA,5.4,1,30,20,50
"P6501","P6501H01",0,23,9.3,3.1,8,7.3,NA,NA,NA,6.5,2,30,20,50
"P0050","P0050H03",40,65,28.9,1.4,8.5,6.8,1,5.2,NA,4.3,NA,31,55,15
"P0115","P0115H01",0,22,53.1,2,6.7,5.5,1,25,NA,5,1,31,48,21
"P0372","P0372H01",0,18,0,1.3,6.3,5.1,1.9,12,NA,5,8,31,25,44
"P0452","P0452H03",45,65,0,1,6,5.2,9,46.1,NA,0.9,26,31,34,34
"P0743","P0743H01",0,35,15.4,2,8,6.9,50,5.5,NA,NA,8,31,22,47
"P0789","P0789H02",20,55,0,1,7.4,6.3,20,2.2,NA,NA,4,31,30,39
"P0789","P0789H04",95,105,7.3,0.6,8.4,7,22.5,5,NA,NA,8,31,28,41
"P1149","P1149H01",0,14,29.4,2,8,6.9,1,21,NA,NA,0,31,52,17
"P1657","P1657H02",12,83,0.7,3,8,7.1,10.3,13.5,NA,NA,0,31,32,37
"P1682","P1682H02",23,55,0,1.5,7.2,5.6,1,20.9,NA,4.4,11,31,24,45
"P1753","P1753H01",3,20,0,9.5,NA,NA,2,40,NA,5.3,4,31,13,56
"P1762","P1762H01",1,22,0.5,5.2,7.4,6.2,1.5,36.3,NA,4.2,11,31,27,42
"P1803","P1803H01",0,25,0,2.2,6.1,5,0.4,NA,NA,3.4,2,31,51,17
"P2123","P2123H02",41,70,0.3,2.5,7,6.5,NA,NA,1.3,2.4,NA,31,30,39
"P2135","P2135H02",50,80,0.1,1.1,6.7,5.9,NA,NA,1.6,3.2,NA,31,30,38
"P2156","P2156H04",106,125,0.3,1.5,7.5,6.8,NA,NA,NA,7.2,NA,31,48,21
"P2250","P2250H02",27,66,5.6,1.3,8.5,7.1,5,18,1.8,5.3,NA,31,32,37
"P2253","P2253H02",39,59,5.2,1.8,8.6,7.3,23.4,32.6,1.7,5.5,NA,31,43,26
"P2447","P2447H03",91,119,0.1,0.8,6.4,5.7,NA,NA,NA,1.6,NA,31,55,14
"P2706","P2706H01",0,19,0,9.9,7.9,6.7,1,24.2,NA,4.8,3,31,24,45
"P4062","P4062H01",0,30,25.9,1.7,7.9,6.8,34.3,36.7,NA,NA,6,31,32,37
"P4085","P4085H03",68,90,46.3,1.2,8.4,7.2,4.6,10,NA,3.1,5,31,39,31
"P4103","P4103H03",47,70,28.6,1.1,8.6,7.3,7.7,NA,NA,2.6,40,31,48,21
"P4575","P4575H02",83,130,0.1,1.6,7.6,6.7,0.5,2.6,NA,3.3,0,31,48,21
"P4588","P4588H02",23,130,0.1,1.5,6,5.3,2.8,11.4,NA,2.6,5,31,34,35
"P5217","P5217H03",55,82,9.9,1.4,8.1,7.2,5.6,35.7,NA,4.7,1,31,24,45
"P5261","P5261H02",32,70,1.2,2.6,8.3,7,1,51.5,NA,4.8,3,31,19,50
"P5265","P5265H01",0,30,49.4,3.2,8.4,7.8,3.2,50,NA,2.1,6,31,35,34
"P5617","P5617H01",0,20,0.5,2.2,7.6,7.4,3.1,NA,NA,NA,0,31,59,10
"P5804","P5804H02",28,72,0,1.7,5.2,3.9,1,12.5,1.6,3.5,18,31,16,53
"P5844","P5844H03",78,99,5.7,1.1,8,7,0.6,22.8,NA,NA,3,31,7,61
"P5855","P5855H01",0,22,NA,2.3,7.7,6.7,2.8,47.2,NA,NA,0,31,20,49
"P5866","P5866H02",25,60,0,1.9,6.7,5.3,1,20.6,NA,8.2,2,31,9,61
"P5958","P5958H01",0,20,0,5,5.7,5.4,62,43.2,NA,5.3,2,31,25,44
"P6295","P6295H03",60,75,30,1.3,8.2,7.1,NA,NA,NA,4,2,31,35,34
"P6360","P6360H03",51,66,41.2,1,7.7,7,NA,NA,NA,6.1,1,31,23,46
"P6397","P6397H03",70,95,33.8,1.6,8.2,6.8,NA,NA,NA,2.7,3,31,29,40
"P6458","P6458H01",0,20,0,5,5.7,5.4,NA,NA,NA,5.3,2,31,23,46
"P0164","P0164H03",90,110,9.5,NA,NA,7.3,NA,NA,NA,7.5,2,32,39,30
"P0306","P0306H01",0,50,0,4.6,7.3,6.4,0.8,13.7,NA,8,2,32,30,37
"P0306","P0306H02",50,70,7.6,2.5,NA,7.2,NA,14.7,NA,7.6,2,32,33,34
"P0313","P0313H02",40,60,0,1.2,7.1,6.1,2.5,10,NA,8.2,2,32,25,43
"P0314","P0314H02",20,60,0,1.7,7.3,6.1,1.3,12.8,NA,8.2,2,32,33,35
"P0361","P0361H03",62,100,NA,1.3,9.1,7.9,1,13.5,NA,4.6,2,32,26,48
"P0840","P0840H02",15,28,3,6,8,7.4,12,1,NA,7.7,NA,32,45,23
"P1020","P1020H02",20,50,0,5.3,6.4,5.6,NA,NA,NA,NA,0,32,51,16
"P1154","P1154H02",14,25,59.4,3.8,8.1,7.4,1,10,NA,NA,2,32,59,10
"P1481","P1481H01",0,10,NA,2.1,6.7,NA,NA,NA,NA,1.9,NA,32,61,8
"P1685","P1685H01",0,22,0,3.3,6.8,5.1,4.3,27.9,NA,3.2,3,32,32,36
"P1803","P1803H02",25,80,0,1.9,7,6.2,0.4,NA,NA,3.7,3,32,50,17
"P1878","P1878H01",0,14,0,8.1,6.8,5.9,3.9,21.2,NA,3.2,4,32,44,24
"P2013","P2013H02",10,22,0,7.9,6.3,6,4,17.8,NA,4.5,2,32,50,18
"P2019","P2019H01",0,9,0,4.4,5.4,4.8,1.1,21.8,NA,3.8,2,32,50,18
"P2023","P2023H01",0,20,0,6.8,6.4,5.7,1,56.1,NA,5.5,NA,32,48,20
"P2029","P2029H03",60,80,0,1.7,NA,NA,NA,NA,NA,3.7,1,32,39,29
"P2068","P2068H01",0,20,6,3.7,7.8,6.7,19.4,20.4,1.4,7.1,NA,32,37,31
"P2071","P2071H01",0,38,2.4,2.3,7.6,7,9.2,15.4,1.7,8,NA,32,50,18
"P2106","P2106H01",0,28,0.1,2.2,6.4,5.2,9,17.8,1.6,6.1,NA,32,30,39
"P2115","P2115H04",62,102,10.4,0.6,8,7.2,NA,NA,NA,NA,NA,32,61,7
"P2140","P2140H02",25,63,0.2,1.8,6.7,5.8,1.7,10.8,1.4,5.9,NA,32,46,23
"P2322","P2322H02",42,87,0.1,1.6,6.1,5.3,NA,NA,1.6,2.5,NA,32,46,22
"P2413","P2413H01",0,27,0.1,3.3,6.3,5.2,15,26.6,1.1,4.3,NA,32,45,24
"P2475","P2475H02",41,72,0.1,1.3,6.2,5.5,3.3,8.2,1.4,3.6,NA,32,52,17
"P2843","P2843H01",0,20,0.1,2,8.3,7,NA,NA,NA,4.4,2,32,48,21
"P3060","P3060H01",0,20,0,3.4,6.5,5.8,1,13,2.8,3,1,32,47,21
"P3373","P3373H01",0,36,0,3.8,6,5.5,3.7,7.8,1.5,3.3,NA,32,53,16
"P3381","P3381H01",0,26,0.1,1.6,5.9,5,4,11,1.3,3.2,NA,32,48,20
"P3402","P3402H02",31,60,0.1,1.6,6.5,5.9,6,16,1.6,3.3,NA,32,40,27
"P3475","P3475H03",54,100,NA,2.5,6.9,6.2,NA,NA,NA,4.4,NA,32,42,27
"P3648","P3648H03",71,130,NA,2.5,6.2,4.7,NA,NA,NA,7.8,NA,32,32,37
"P3648","P3648H03",71,130,NA,2.5,6.2,4.7,NA,NA,NA,7.8,NA,32,32,37
"P4038","P4038H02",25,70,0,1.5,5.9,4.5,1.1,19.3,NA,NA,0,32,15,54
"P4099","P4099H01",0,20,28.7,2.5,8.3,7.5,3.5,24.4,NA,1.8,6,32,42,26
"P4102","P4102H02",48,78,1.2,1.9,7.8,6.9,1.5,35.6,NA,4.5,2,32,21,47
"P4122","P4122H02",35,55,13.6,0.9,8.2,7.2,19.6,10.8,NA,2.7,2,32,33,36
"P4138","P4138H01",0,25,60.7,2.6,8.2,7.2,21.6,3,NA,1.9,1,32,45,23
"P4217","P4217H03",75,92,16.9,1.2,8,7.3,11.9,36.2,NA,3.9,2,32,21,48
"P4217","P4217H04",92,115,21.1,1.1,8.1,7.3,10.9,36.7,NA,4.7,2,32,22,46
"P4300","P4300H02",15,50,0,1.6,6.2,4.8,1,20.2,NA,3,11,32,9,59
"P5199","P5199H03",101,125,45.6,1.2,8.4,7.3,6.6,9.7,NA,2.1,13,32,31,37
"P5844","P5844H01",0,32,NA,2.6,7.7,6.6,2,32,NA,NA,0,32,17,51
"P5882","P5882H01",0,31,0,4.8,6,5,1,47.6,NA,2.7,3,32,35,33
"P5889","P5889H02",34,68,0,1.3,6.3,5.2,0.6,9.5,NA,NA,NA,32,41,28
"P5899","P5899H02",35,70,0,0.8,6.3,5.2,1,24.6,NA,4.7,23,32,21,47
"P5975","P5975H05",110,150,32,0.7,8.1,7.6,NA,NA,NA,3.3,2,32,27,41
"P6171","P6171H01",0,22,0,14.2,6.2,5.7,2.9,17.6,NA,4.2,6,32,28,41
"P6175","P6175H01",0,21,0,14.3,7.1,6.5,4.1,27.2,NA,4.1,7,32,26,42
"P6259","P6259H01",0,39,1.7,2.7,7.4,6.8,NA,NA,NA,6.4,2,32,19,49
"P6360","P6360H01",0,40,0,2.1,6.6,5.8,NA,NA,NA,7.6,2,32,13,55
"P0319","P0319H01",0,40,0,4.4,6.6,5.4,2,15.1,NA,7.3,2,33,56,11
"P0361","P0361H02",30,62,29,2.3,8,7.5,1,25,NA,3.2,1,33,24,38
"P0366","P0366H01",0,20,2.1,2.2,7.2,6.4,8.3,25,NA,4.7,3,33,23,44
"P0366","P0366H02",20,48,0,1,6.8,6,1,16,NA,5.1,2,33,27,41
"P0369","P0369H02",18,45,0,7.1,5.5,4.5,1.1,16.1,NA,6.7,10,33,28,47
"P0531","P0531H04",82,120,0,2,6.8,5.7,23.8,15.2,NA,2.3,6,33,42,25
"P0748","P0748H02",50,80,17.1,1.6,8.1,7,27.5,2.8,NA,NA,4,33,22,45
"P0839","P0839H02",18,45,27.9,2.3,7.7,7.1,1.2,1,NA,0.1,0,33,45,21
"P0839","P0839H03",45,64,41.1,2.1,7.7,7.1,7.5,1,NA,0.6,0,33,47,20
"P1017","P1017H03",33,50,9.7,3,7.5,7.1,NA,NA,NA,NA,0,33,58,10
"P1018","P1018H01",0,25,11.1,6.3,7.8,6.6,1,NA,NA,NA,0,33,52,15
"P1018","P1018H02",25,85,12,5.3,7.4,7.2,NA,NA,NA,NA,0,33,61,5
"P1032","P1032H03",40,60,57.4,1.4,NA,NA,NA,NA,NA,NA,0,33,60,7
"P1618","P1618H02",15,37,0,1.2,6.1,5.1,1,8,1.2,NA,1,33,17,51
"P1631","P1631H02",13,67,0,2.8,6.2,5.6,9.1,7.9,NA,9.7,1,33,23,45
"P1692","P1692H01",0,10,0,10.8,NA,NA,2.8,39.6,NA,4.5,7,33,28,40
"P1715","P1715H01",0,30,0,2.9,5.3,4,1,8.3,NA,1.8,28,33,39,29
"P1729","P1729H01",2,21,0,7.5,6.7,5.8,3.6,17,NA,4.2,3,33,28,40
"P1816","P1816H01",0,12,0,3.7,6.5,5.7,0.4,NA,NA,4.1,0,33,59,8
"P2036","P2036H02",30,65,0,1.8,NA,6.9,2.6,3.1,NA,1.3,1,33,53,13
"P2074","P2074H03",63,95,2,1.4,7.5,6.6,NA,NA,NA,NA,NA,33,50,17
"P2086","P2086H01",0,20,0.2,2.6,6.4,5.1,4.4,11.8,1.4,5,NA,33,37,30
"P2086","P2086H01",0,20,0.2,2.6,6.4,5.1,4.4,11.8,1.4,5,NA,33,37,30
"P2095","P2095H02",32,64,4.4,1.1,7.6,6.7,2.2,19.2,1.6,3.2,NA,33,63,4
"P2158","P2158H03",80,114,0.3,1,7.4,6.5,NA,NA,NA,5.3,NA,33,49,19
"P2511","P2511H03",93,120,0.1,1.9,6.5,5.7,NA,NA,NA,3.9,19,33,45,22
"P2512","P2512H01",0,28,0.1,2.3,7.1,6.3,11.2,8,1.3,2.1,NA,33,54,12
"P2669","P2669H02",25,65,16.2,2.8,8,6.8,4.7,27.3,NA,NA,7,33,28,39
"P2979","P2979H02",18,36,2,1.4,8.4,7,NA,NA,NA,5.4,8,33,50,18
"P3387","P3387H03",80,118,0.3,0.8,7,6.5,NA,NA,NA,7.2,NA,33,31,37
"P3475","P3475H01",0,33,NA,2.3,6.3,5.3,7.3,13,1.4,4.7,NA,33,42,26
"P3505","P3505H02",42,73,0,0.5,6.8,6,1.6,8.4,1.8,1.5,NA,33,45,21
"P3573","P3573H01",0,40,0,2.3,6.6,5.8,7.6,20,1.5,4.3,NA,33,41,27
"P3573","P3573H03",111,143,1.6,1.5,7.6,6.6,NA,NA,NA,5.2,NA,33,54,13
"P3828","P3828H02",29,49,0.1,1.8,6.9,6.1,0.8,10,1.5,2.6,NA,33,44,22
"P4060","P4060H02",25,60,21.5,1.4,7.8,6.5,3.4,16.8,NA,NA,9,33,23,44
"P4061","P4061H03",58,100,3,1.6,8,6.5,2.1,25.5,NA,NA,4,33,22,45
"P4062","P4062H02",30,75,34.8,1.5,8.1,6.8,4.9,20.6,NA,NA,12,33,35,32
"P4085","P4085H01",0,41,3.5,2.8,7.8,6.8,14.8,28.5,NA,4.6,11,33,30,37
"P4122","P4122H01",0,35,11.2,1.6,8.1,7,31.6,27.7,NA,3.2,5,33,33,34
"P4154","P4154H02",40,65,24.3,1.9,7.6,6.7,8.6,23.5,NA,2.8,4,33,28,39
"P4441","P4441H01",0,35,32.3,1.7,8.3,7.1,15.1,32.2,NA,NA,5,33,43,23
"P4441","P4441H02",35,60,48.2,1.1,8.4,7.2,6.8,15.9,NA,NA,4,33,43,24
"P4581","P4581H02",20,120,0.1,2.6,6,5.7,1.3,11.3,NA,3.9,4,33,32,36
"P5123","P5123H01",0,36,16.7,2.4,8.1,7.1,5.8,29.1,NA,NA,1,33,36,32
"P5125","P5125H01",0,25,16.7,2.4,8.1,7.1,5.8,29.1,NA,NA,1,33,36,32
"P5178","P5178H03",44,80,13,1.8,8.1,7,10.4,19.1,NA,2.4,0,33,43,24
"P5217","P5217H02",30,55,0,2.5,7.2,6.5,2.7,45.9,NA,4.2,1,33,19,48
"P5268","P5268H02",20,43,17.7,1.8,8.1,7.2,4.3,31.9,NA,2.9,0,33,41,26
"P5804","P5804H04",100,118,0,0,5.2,3.6,NA,NA,NA,NA,7,33,13,54
"P5840","P5840H01",0,18,0.2,3.9,7.9,7,2.7,2.3,NA,10,1,33,27,40
"P5846","P5846H03",51,71,51.5,1,8.2,7,3.4,9.6,NA,NA,4,33,30,37
"P5857","P5857H03",51,69,5.6,0.8,7.9,7.9,2.4,12.8,NA,NA,1,33,30,38
"P5873","P5873H02",35,57,0,1,6.6,5.4,1.7,22.6,NA,7.2,1,33,13,53
"P5937","P5937H05",55,78,0,3.1,5.7,4.6,7.8,35.6,NA,3.9,15,33,24,43
"P5979","P5979H03",45,75,21,1.3,8.1,7.3,NA,NA,NA,5.7,5,33,28,40
"P6202","P6202H01",0,24,0,7.2,7.3,6.7,4.1,24.8,NA,4,12,33,31,37
"P6209","P6209H01",0,9,0,9.9,7.4,6.9,5.9,56.1,NA,7.1,5,33,33,34
"P6214","P6214H02",20,43,17.7,1.8,8.1,7.2,NA,NA,NA,2.9,0,33,41,26
"P6230","P6230H04",80,100,38.8,1.4,8.4,7.2,NA,NA,NA,NA,2,33,36,31
"P6259","P6259H02",39,85,13.4,1.4,7.6,7,NA,NA,NA,6,1,33,22,45
"P6280","P6280H03",80,100,7.4,1.1,9.2,8.8,NA,NA,NA,4.2,5,33,27,40
"P6437","P6437H01",0,39,0,3.1,6.8,5.9,NA,NA,NA,3.6,1,33,27,39
"P6451","P6451H01",0,20,0,2.6,6.4,5.8,NA,NA,NA,5.3,1,33,14,53
"P6464","P6464H04",55,78,0,3.1,5.7,4.6,NA,NA,NA,3.9,15,33,24,43
"P0165","P0165H01",0,20,0,3.3,7,6.2,2.8,20,NA,7.7,1,34,22,45
"P0165","P0165H04",80,120,11.8,1.5,NA,7.3,NA,NA,NA,7.2,1,34,40,27
"P0307","P0307H01",0,20,0,3.8,6.1,5.4,0.6,18.8,NA,6.7,2,34,20,46
"P0307","P0307H03",75,98,0,1.2,7.1,6,NA,NA,NA,8,2,34,25,42
"P0319","P0319H02",40,58,0,3.1,6.8,5.7,1.3,12.4,NA,8.7,2,34,19,47
"P0462","P0462H02",20,55,0,0.5,5.3,4.3,4.5,24.4,NA,1.3,10,34,38,29
"P0515","P0515H04",102,125,0,1.2,7.1,5.9,9.4,7.1,NA,1.9,0,34,44,22
"P0569","P0569H02",10,30,0,1.5,5.3,4.5,9.4,1,NA,6,2,34,31,35
"P0650","P0650H02",20,48,0,1.2,6.3,5,1,8.1,NA,3.1,3,34,34,32
"P0793","P0793H02",25,70,31,2,8.3,7.2,32,1.6,NA,NA,7,34,20,46
"P0840","P0840H01",0,15,2.4,7.4,8,7.4,16.5,1,NA,8.3,NA,34,46,21
"P0988","P0988H01",0,20,12.9,3.1,7.8,7.1,NA,NA,NA,NA,1,34,53,12
"P1149","P1149H03",30,48,20.4,1.6,8.1,7,1,20.2,NA,NA,0,34,44,22
"P1285","P1285H02",38,54,34,1.4,7.9,7.2,0.4,13.7,1.4,3.3,1,34,46,20
"P1458","P1458H02",20,50,0.2,1.8,8,6.9,1,NA,1.2,6.3,5,34,34,32
"P1458","P1458H04",90,130,3.1,0.5,8.3,7.4,NA,NA,NA,NA,1,34,39,27
"P1632","P1632H02",20,40,0,1.4,6.4,5.6,3.5,10.1,NA,8.2,1,34,32,34
"P1658","P1658H01",0,18,7.2,2.8,7.8,7.2,17.4,27,NA,NA,0,34,39,28
"P1726","P1726H01",4,18,0,4.8,5.4,4.3,1,7.2,NA,1.6,21,34,43,22
"P1735","P1735H01",0,19,0,2.7,5.3,4.6,4.1,40.5,NA,1.3,17,34,36,30
"P1937","P1937H02",14,35,0,5.8,6.3,5.7,1,12.8,NA,6.5,0,34,47,19
"P1992","P1992H05",98,125,0,2,6.9,6,3.3,12.5,NA,2.2,0,34,51,15
"P2013","P2013H01",0,10,0,8,6.8,6,4.8,30.4,NA,4.5,4,34,51,16
"P2036","P2036H01",0,30,0,2.3,NA,6.6,3,5.6,NA,1.4,1,34,53,13
"P2074","P2074H01",0,30,0.1,2.8,6.7,5.7,7.4,15.8,1.4,8.8,NA,34,35,31
"P2074","P2074H02",30,63,0.3,1.7,7.4,6.5,8,11.6,1.5,9.2,NA,34,40,25
"P2148","P2148H02",30,70,0.2,2.1,7.1,6.2,2,17.4,1.5,3.9,NA,34,34,32
"P2669","P2669H01",0,25,6.7,3.2,8.2,7,5.6,40.2,NA,NA,6,34,32,34
"P2669","P2669H03",65,90,19.4,1.8,8.2,7.1,2.3,20.2,NA,NA,7,34,26,41
"P2913","P2913H02",20,62,2.1,1.5,8.7,8,NA,NA,NA,6.2,2,34,49,18
"P2984","P2984H01",0,20,1,2,8.2,7.3,NA,NA,NA,6.1,1,34,54,13
"P3620","P3620H04",83,110,NA,NA,NA,NA,NA,NA,NA,NA,0,34,37,29
"P4033","P4033H02",35,90,0.8,1.5,6.8,5.8,12.5,26.5,NA,NA,2,34,18,47
