pid,hid,hor_no,top,bottom,hor_code,hor_mk,mak,caco3,humus,total_N,ph_h2o,ph_kcl,ap,ak,Y1,sum_bases,cec,base_sat,bd,Real_density,h_water,porosity,wp,fc,ret_cap,air_cap,coarse_frag,clay,silt,Fine_sand,Coarse_sand,total,sand
P2124,P2124H02,2,27,59,NA,NA,NA,0.8,1,NA,7.2,6,9,11.8,NA,NA,0,NA,1.81,2.7,3.99,32.96,NA,NA,28.37,NA,NA,19.55,15,48.85,16.6,100,65.45
P2124,P2124H03,3,79,117,NA,NA,NA,0.08,1.6,NA,6.5,5.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,14,64.85,16.1,99.99999999999999,80.94999999999999
P2128,P2128H01,1,0,28,NA,NA,NA,0.4,2.2,NA,6.1,5.1,12.6,9.6,NA,NA,0,NA,1.73,2.68,1.35,34.44,7.56,18.42,25.98,NA,NA,4.8,15.5,57.4,22.3,100,79.7
P2128,P2128H02,2,28,73,NA,NA,NA,0.08,0.7,NA,6.4,5.4,11.6,7.4,NA,NA,0,NA,1.61,2.7,2.07,40.37,NA,NA,31.74,NA,NA,16.3,7.75,44.25,31.7,100,75.95
P2128,P2128H03,3,73,111,NA,NA,NA,0.08,0.9,NA,6.8,5.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.55,11.5,42.95,30,100,72.95
P2129,P2129H01,1,0,38,NA,NA,NA,1.2,2.7,NA,7.2,6.3,6.2,17.4,NA,NA,0,NA,1.51,2.77,3.89,45.48,21.78,17.13,38.91,NA,NA,8.05,42.75,39.1,10.1,100,49.2
P2129,P2129H02,2,38,73,NA,NA,NA,4,1,NA,6.6,5.6,7.8,11.8,NA,NA,0,NA,1.54,2.72,5.81,43.38,NA,NA,33.63,NA,NA,20.55,21,40.15,18.3,100,58.45
P2129,P2129H03,3,90,111,NA,NA,NA,1.6,0.5,NA,7.8,6.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,35.25,48.9,10.8,100,59.7
P2130,P2130H01,1,0,31,NA,NA,NA,0.08,1.9,NA,6.3,5.1,5.8,9.4,NA,NA,0,NA,1.46,2.69,3,45.72,13.74,25.04,38.78,NA,NA,19.8,21.25,39.75,19.2,100,58.95
P2130,P2130H02,2,31,52,NA,NA,NA,0.08,1.1,NA,6.4,5.3,10,8.4,NA,NA,0,NA,1.77,2.71,4.44,34.68,NA,NA,29.14,NA,NA,28.05,12.5,32.95,26.5,100,59.45
P2130,P2130H03,3,52,89,NA,NA,NA,0.04,1.3,NA,6.2,5.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,21,33.5,18.2,100,51.7
P2130,P2130H04,4,105,124,NA,NA,NA,28,0.3,NA,8.5,7.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,35,29.55,31.9,100,61.45
P2132,P2132H01,1,0,28,NA,NA,NA,0.2,1.5,NA,5.8,5,33.2,21.6,NA,NA,0,NA,1.48,2.71,3.13,45.38,10.45,22.63,33.08,NA,NA,26.8,15.25,42.05,15.9,99.99999999999999,57.949999999999996
P2132,P2132H02,2,28,58,NA,NA,NA,2.7,0.8,NA,7.4,6.3,10,25.8,NA,NA,0,NA,1.77,2.67,4.85,33.7,NA,NA,27.58,NA,NA,35.8,12.75,40.15,11.3,100,51.45
P2132,P2132H03,3,84,113,NA,NA,NA,2.8,0.4,NA,8.1,6.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,32,45.2,9,100,54.2
P2134,P2134H01,1,0,30,NA,NA,NA,0.08,1.3,NA,6.9,5.8,8.2,12.2,NA,NA,0,NA,1.59,2.62,2.05,39.31,9.38,20.83,30.21,NA,NA,14.3,18.5,37.8,29.4,99.99999999999999,67.19999999999999
P2134,P2134H02,2,30,66,NA,NA,NA,0.24,0.5,NA,7.8,6.8,10,15.8,NA,NA,0,NA,1.82,2.67,4.93,31.83,NA,NA,29.97,NA,NA,23.05,14.5,35.35,27.1,100,62.45
P2134,P2134H03,3,66,101,NA,NA,NA,4.8,0.5,NA,8.3,7.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,38,21,35,99.8,56
P2139,P2139H01,1,0,38,NA,NA,NA,0.08,1.8,NA,6.4,5.3,1.84,4,NA,NA,0,NA,1.75,2.64,1.66,33.71,7.6,25.02,32.62,NA,NA,16.3,11.5,56.2,16,100,72.2
P2139,P2139H02,2,38,75,NA,NA,NA,8.08,0.9,NA,7.8,5.9,NA,NA,NA,NA,0,NA,1.74,2.67,3.52,34.83,NA,NA,33.44,NA,NA,18.55,27.25,43.5,10.7,100,54.2
P2139,P2139H03,3,90,125,NA,NA,NA,8,0.7,NA,8.5,7.1,NA,NA,NA,NA,0,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,1.55,29.25,60.9,8.3,100,69.2
P2142,P2142H01,1,0,28,NA,NA,NA,0.08,1.7,NA,6.7,5.8,5,7.6,NA,NA,0,NA,1.89,2.71,2.13,30.25,7.11,17.52,24.63,NA,NA,21.55,11.75,48.4,18.3,100,66.7
P2142,P2142H01,1,0,28,NA,NA,NA,0.08,1.7,NA,6.7,5.8,5,7.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,11.75,48.4,18.3,100,66.7
P2142,P2142H02,2,28,55,NA,NA,NA,0.12,1,NA,6.6,5.7,5.2,11.2,NA,NA,0,NA,1.77,2.76,5.05,35.86,NA,NA,32.09,NA,NA,29.3,15.75,43.75,11.2,100,54.95
P2142,P2142H02,2,28,55,NA,NA,NA,0.12,1,NA,6.6,5.7,5.2,11.2,NA,NA,0,NA,1.89,2.71,2.13,30.25,7.11,17.52,24.63,NA,NA,29.3,15.75,43.75,11.2,100,54.95
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,5.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,5.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,5.8,NA,NA,NA,NA,0,NA,1.77,2.76,5.05,35.86,NA,NA,32.09,NA,NA,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,5.8,NA,NA,NA,NA,0,NA,1.77,2.76,5.05,35.86,NA,NA,32.09,NA,5.55,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,6.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,6.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,6.8,NA,NA,NA,NA,0,NA,1.77,2.76,5.05,35.86,NA,NA,32.09,NA,NA,14.8,16.5,51.7,17,100,68.7
P2142,P2142H03,3,83,113,NA,NA,NA,3.6,0.5,NA,7.6,6.8,NA,NA,NA,NA,0,NA,1.77,2.76,5.05,35.86,NA,NA,32.09,NA,5.55,14.8,16.5,51.7,17,100,68.7
P2144,P2144H01,1,0,21,NA,NA,NA,0.12,1.4,NA,6.8,5.7,5,7.6,NA,NA,0,NA,1.73,2.69,1.84,35.68,8.42,17.57,25.99,NA,NA,17.55,11.5,49.35,21.6,100,70.95
P2144,P2144H02,2,21,51,NA,NA,NA,0.12,1.6,NA,6.4,5.6,7.2,11.8,NA,NA,0,NA,1.81,2.78,6.27,34.89,NA,NA,30.12,NA,NA,37.8,19.75,23.35,19.1,100,42.45
P2144,P2144H03,3,82,106,NA,NA,NA,0.32,0.4,NA,7.2,6.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,24.75,49.15,15.8,100,64.95
P2145,P2145H01,1,0,43,NA,NA,NA,0.08,4.5,NA,6.4,5.4,5.4,16,NA,NA,0,NA,1.25,2.54,4.68,50.78,13.01,35,48.01,NA,NA,37.8,26.5,29.6,6.2,100.1,35.800000000000004
P2145,P2145H02,2,43,72,NA,NA,NA,4,1.4,NA,7.6,6.8,NA,NA,NA,NA,0,NA,1.56,2.59,5.38,39.76,NA,NA,30.84,NA,NA,13.8,49,31.4,5.3,99.49999999999999,36.699999999999996
P2145,P2145H03,3,77,120,NA,NA,NA,3.2,0.8,NA,7.7,6.7,NA,NA,NA,NA,0,NA,NA,NA,2.82,NA,NA,NA,NA,NA,3,2.8,29,57.4,10.8,100,68.2
P2147,P2147H01,1,0,40,NA,NA,NA,0.08,4,NA,6.6,5.5,3.4,12.2,NA,NA,0,NA,1.25,2.62,6.88,52.29,19.12,32.79,51.91,NA,NA,33.55,39,26.35,1.1,100,27.450000000000003
P2147,P2147H02,2,47,72,NA,NA,NA,0.12,2.3,NA,6.8,5.8,NA,NA,NA,NA,0,NA,1.57,2.59,6.75,39.38,NA,NA,32.22,NA,NA,53.05,6,34,7,100.05,41
P2147,P2147H03,3,72,98,NA,NA,NA,0.48,1.6,NA,7.4,6.8,NA,NA,NA,NA,0,NA,NA,NA,4.51,NA,NA,NA,NA,NA,NA,23.55,33,34.45,9,100,43.45
P2147,P2147H04,4,103,112,NA,NA,NA,2.4,7,NA,7.5,7,NA,NA,NA,NA,0,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,3.8,76.7,13.95,5.5,99.95,19.45
P2149,P2149H01,1,0,30,NA,NA,NA,0.12,4,NA,6.5,5.5,5.4,17.6,NA,NA,0,NA,1.06,2.55,7.67,58.43,21.32,33.47,54.79,NA,NA,40.55,30.5,28.95,NA,100,NA
P2149,P2149H02,2,60,89,NA,NA,NA,1.6,1.8,NA,7.1,6.4,NA,NA,NA,NA,0,NA,1.43,2.54,7.61,43.7,NA,NA,38.34,NA,NA,36.8,37.5,24,1.7,100,25.7
P2149,P2149H03,3,89,114,NA,NA,NA,0.16,2.2,NA,6.7,5.6,NA,NA,NA,NA,0,NA,NA,NA,8.05,NA,NA,NA,NA,NA,2.79,21.8,45.5,30.2,2.5,100,32.7
P2149,P2149H04,4,114,135,NA,NA,NA,4,1.2,NA,7.5,6.7,NA,NA,NA,NA,0,NA,NA,NA,6.08,NA,NA,NA,NA,NA,NA,5.8,54.5,32.4,7.3,99.99999999999999,39.699999999999996
P2150,P2150H01,1,0,29,NA,NA,NA,0.12,2.4,NA,6,5.1,6.6,14,NA,NA,0,NA,1.33,2.63,4.2,39.42,14.02,31.41,45.43,NA,NA,29.55,30.75,32.7,7,100,39.7
P2150,P2150H02,2,29,64,NA,NA,NA,0.28,1.7,NA,7.2,6.3,6,12.6,NA,NA,0,NA,1.68,2.56,4.82,34.37,NA,NA,33.68,NA,NA,33.3,22.75,35.95,8,100,43.95
P2150,P2150H03,3,80,123,NA,NA,NA,0.6,0.8,NA,7.5,6.7,NA,NA,NA,NA,0,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,13.8,21.5,36.9,27.8,100,64.7
P2151,P2151H01,1,0,31,NA,NA,NA,0.08,2.8,NA,6.4,5.3,7.2,16,NA,NA,0,NA,1.59,2.62,4.62,39.31,12.84,26.67,39.51,NA,NA,31.05,30,27.45,11.5,100,38.95
P2151,P2151H02,2,57,87,NA,NA,NA,0.44,1.5,NA,7.3,6.6,NA,NA,NA,NA,0,NA,1.46,2.65,6.84,44.9,NA,NA,44.34,NA,NA,15.55,55.75,21.2,7.5,100,28.7
P2151,P2151H03,3,109,128,NA,NA,NA,0.52,1,NA,7.5,6.7,NA,NA,NA,NA,0,NA,NA,NA,5.68,NA,NA,NA,NA,NA,NA,8.55,45.25,26.2,20,100,46.2
P2153,P2153H01,1,0,26,NA,NA,NA,0.08,2.1,NA,6.2,5.1,30,18,NA,NA,0,NA,1.69,2.56,2.57,33.98,11.77,20.04,31.81,NA,NA,15.3,23,40.7,21,100,61.7
P2153,P2153H02,2,26,47,NA,NA,NA,0.08,1.6,NA,6.8,5.5,30,19.4,NA,NA,0,NA,1.72,2.58,2.27,33.33,NA,NA,32.58,NA,NA,17.8,28.5,36.2,17.5,100,53.7
P2153,P2153H03,3,43,112,NA,NA,NA,4.8,0.6,NA,7.5,6.9,NA,NA,NA,NA,0,NA,NA,NA,2.94,NA,NA,NA,NA,NA,NA,0.8,31.5,51.2,16.5,100,67.7
P2155,P2155H01,1,0,25,NA,NA,NA,1.6,2.9,NA,6.9,6.1,8.4,17,NA,NA,0,NA,1.38,2.61,4.58,47.12,12.73,32.52,45.25,NA,NA,32.05,33.25,30.6,4.1,100,34.7
P2155,P2155H02,2,25,56,NA,NA,NA,0.12,1.6,NA,6.7,5.9,8.4,12.2,NA,NA,0,NA,1.72,2.62,5.08,34.35,NA,NA,34.71,NA,NA,37.05,23.25,33.2,6.5,100,39.7
P2155,P2155H03,3,75,101,NA,NA,NA,0.16,0.9,NA,7,6.2,NA,NA,NA,NA,0,NA,NA,NA,4.76,NA,NA,NA,NA,NA,NA,15.3,39,41.8,3.9,99.99999999999999,45.699999999999996
P2156,P2156H01,1,0,21,NA,NA,NA,0.12,5.2,NA,6.3,5.6,7.8,26.2,NA,NA,0,NA,1.09,2.55,6.04,57.25,16.79,32.93,49.72,NA,NA,43.3,31,25.7,NA,100,NA
P2156,P2156H02,2,40,65,NA,NA,NA,0.08,2.6,NA,6.3,5.5,NA,NA,NA,NA,0,NA,1.39,2.56,7.94,45.7,NA,NA,44.05,NA,NA,41.05,38.75,20.2,NA,100,NA
P2156,P2156H03,3,80,106,NA,NA,NA,0.32,1.4,NA,7.2,6.6,NA,NA,NA,NA,0,NA,NA,NA,7.95,NA,NA,NA,NA,NA,NA,29.8,45,23.7,1.5,100,25.2
P2156,P2156H04,4,106,125,NA,NA,NA,0.28,1.5,NA,7.5,6.8,NA,NA,NA,NA,0,NA,NA,NA,7.23,NA,NA,NA,NA,NA,NA,21.05,48.25,28.7,2,100,30.7
P2157,P2157H01,1,0,27,NA,NA,NA,0.1,4.6,NA,6.2,5.5,7,15.4,NA,NA,0,NA,1.2,2.59,6.08,53.66,20.3,25.76,46.06,NA,NA,27.8,35.75,33.45,3,100,36.45
P2157,P2157H02,2,27,62,NA,NA,NA,1.2,2.3,NA,7.1,6.4,3.4,8.2,NA,NA,0,NA,1.53,2.74,5.68,44.16,NA,NA,43.98,NA,NA,31.3,35.75,29.95,3,100,32.95
P2157,P2157H03,3,62,106,NA,NA,NA,3,2,NA,7.4,6.5,NA,NA,NA,NA,0,NA,NA,NA,5.66,NA,NA,NA,NA,NA,NA,16.25,46.25,33.2,4,99.7,37.2
P2157,P2157H04,4,106,131,NA,NA,NA,8.8,1.2,NA,7.8,7.1,NA,NA,NA,NA,0,NA,NA,NA,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2159,P2159H01,1,0,28,NA,NA,NA,0.32,4.6,NA,6.6,5.6,3.8,21.9,NA,NA,0,NA,1.17,2.56,6.78,54.29,18.84,32.31,50.15,NA,NA,37.8,28,32.2,2,100,34.2
P2159,P2159H02,2,28,65,NA,NA,NA,0.48,2.7,NA,8,6.8,3.8,18,NA,NA,0,NA,1.66,2.61,7.43,36.39,NA,NA,32.34,NA,NA,5.5,68.5,21.95,4,99.95,25.95
P2159,P2159H03,3,99,122,NA,NA,NA,1.44,1.1,NA,8.1,6.9,NA,NA,NA,NA,0,NA,NA,NA,6.89,NA,NA,NA,NA,NA,NA,6.3,73,16.2,4.5,100,20.7
P2160,P2160H01,1,0,41,NA,NA,NA,0.28,2.3,NA,7,6.2,5,7.6,NA,NA,0,NA,1.55,2.59,3.17,40.15,10.58,29.06,39.64,NA,NA,24.55,27,40.95,7.5,100,48.45
P2160,P2160H02,2,51,78,NA,NA,NA,2.4,1.6,NA,7.6,6.8,NA,NA,NA,NA,0,NA,1.79,2.56,3.83,30.7,NA,NA,23.92,NA,NA,17.3,38.5,29.2,15,100,44.2
P2160,P2160H03,3,101,138,NA,NA,NA,6,1.2,NA,7.9,6.9,NA,NA,NA,NA,0,NA,NA,NA,4.17,NA,NA,NA,NA,NA,NA,2.05,53.75,33.2,11,100,44.2
P2163,P2163H01,1,0,42,NA,NA,NA,0.16,3.8,NA,6.1,5.2,NA,NA,NA,NA,0,NA,1.24,2.52,5.11,50.79,17.06,28.06,45.12,NA,NA,21.55,26.5,46.95,5,100,51.95
P2163,P2163H02,2,42,74,NA,NA,NA,0.2,1.9,NA,6.6,5.5,NA,NA,NA,NA,0,NA,1.55,2.61,5.66,40.61,NA,NA,40.47,NA,NA,30.8,28.75,37.45,3,100,40.45
P2163,P2163H03,3,99,125,NA,NA,NA,4.4,1.1,NA,7.6,6.7,NA,NA,NA,NA,0,NA,NA,NA,6.51,NA,NA,NA,NA,NA,NA,3.8,26.75,64.45,5,100,69.45
P2165,P2165H01,1,0,20,NA,NA,NA,0.16,3,NA,6.2,4.9,5,12.2,NA,NA,0,NA,1.39,2.77,5.08,49.81,28.44,11.65,40.09,NA,NA,6.3,3.25,82.45,8,100,90.45
P2165,P2165H02,2,20,46,NA,NA,NA,0.36,1.2,NA,7.2,6.3,7.4,13.6,NA,NA,0,NA,1.79,2.57,5.97,30.35,NA,NA,27.31,NA,NA,35.05,19.5,33.45,12,100,45.45
P2165,P2165H03,3,66,96,NA,NA,NA,0.2,0.3,NA,7.1,6.3,NA,NA,NA,NA,0,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,18.3,17,28.7,36,100,64.7
P2168,P2168H01,1,0,22,NA,NA,NA,0.12,2.6,NA,7.3,5.9,6,13,NA,NA,0,NA,1.63,2.59,2.56,37.06,11.72,20.89,32.61,NA,NA,16.05,15.75,45.6,22.6,100,68.2
P2168,P2168H02,2,22,48,NA,NA,NA,4,1.1,NA,8,7.3,7.4,10.2,NA,NA,0,NA,1.68,2.58,3.22,34.88,NA,NA,28.27,NA,NA,20.8,15.5,43.4,20.3,100,63.7
P2168,P2168H03,3,93,124,NA,NA,NA,19.2,0.8,NA,8.3,7.3,NA,NA,NA,NA,0,NA,NA,NA,3.34,NA,NA,NA,NA,NA,NA,4.8,36.75,40.45,18,100,58.45
P2169,P2169H01,1,0,22,NA,NA,NA,4,0.9,NA,7.9,7.1,28.8,27.2,NA,NA,0,NA,1.4,2.58,3.36,45.73,11.22,31.18,42.4,NA,NA,24.05,17.75,39.2,19,100,58.2
P2169,P2169H02,2,30,60,NA,NA,NA,0.28,1.6,NA,7.8,6.9,7.4,26.2,NA,NA,0,NA,1.7,2.62,6.99,35.11,NA,NA,34.49,NA,NA,8.55,59,29.85,2.6,100,32.45
P2169,P2169H03,3,90,130,NA,NA,NA,8.8,0.9,NA,8.2,7.2,NA,NA,NA,NA,0,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,4.8,64.5,27.4,3.3,100,30.7
P2170,P2170H01,1,0,27,NA,NA,NA,0.28,3.2,NA,7.9,6.8,9.2,14.4,NA,NA,0,NA,1.75,2.62,3.21,33.2,10.72,17.72,28.44,NA,NA,24.05,15.75,45.2,15,100,60.2
P2170,P2170H02,2,27,54,NA,NA,NA,0.28,1.1,NA,8.9,7.1,8,16.4,NA,NA,0,NA,1.71,2.63,4.43,34.98,NA,NA,31.4,NA,NA,7.55,25.75,48,18.7,100,66.7
P2170,P2170H03,3,80,112,NA,NA,NA,26.4,0.6,NA,8.5,7.5,NA,NA,NA,NA,0,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,17.8,33.7,31.2,17.3,100,48.5
P2174,P2174H01,1,0,25,NA,NA,NA,0.16,3.9,NA,6.1,5.2,4.6,34.6,NA,NA,0,NA,1.25,2.48,3.58,49.59,11.95,31.34,43.29,NA,NA,23.05,51.75,22.2,3,100,25.2
P2174,P2174H02,2,25,63,NA,NA,NA,0.08,2.2,NA,6.3,5.1,7.4,17,NA,NA,0,NA,1.54,2.62,5.15,41.22,NA,NA,37.8,NA,NA,31.15,28.9,33.45,6.5,100,39.95
P2174,P2174H03,3,94,121,NA,NA,NA,11.6,0.3,NA,7.6,6.9,NA,NA,NA,NA,0,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,1.55,33,52.65,12.8,100,65.45
P2175,P2175H01,1,0,18,NA,NA,NA,0.16,4.8,NA,6.7,5.8,6.2,25.8,NA,NA,0,NA,1.37,2.68,5.66,48.88,18.9,22.32,41.22,NA,NA,28.8,46,22.2,3,100,25.2
P2175,P2175H02,2,30,60,NA,NA,NA,1.6,1.6,NA,8.1,7.2,7,17.4,NA,NA,0,NA,1.82,2.65,5.79,31.32,NA,NA,28.16,NA,NA,33.8,24,36.2,6,100,42.2
P2175,P2175H03,3,89,110,NA,NA,NA,NA,0.5,NA,8.2,7.3,NA,NA,NA,NA,0,NA,NA,NA,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
P2187,P2187H01,1,0,25,NA,NA,NA,0.16,0.9,NA,5.8,4.9,9.4,6.2,NA,NA,0,NA,1.69,2.65,1.23,36.22,5.63,24.87,30.5,NA,NA,10.8,14.5,50.2,24.5,100,74.7
P2187,P2187H02,2,25,59,NA,NA,NA,0.08,1,NA,6.9,5.8,9.6,11.8,NA,NA,0,NA,1.64,2.61,3.85,37.16,NA,NA,26.68,NA,NA,32.55,13.25,43.3,10.9,99.99999999999999,54.199999999999996
P2187,P2187H03,3,75,102,NA,NA,NA,0.44,0.5,NA,7.5,6.5,NA,NA,NA,NA,0,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,2.8,19.75,45.85,31.6,100,77.45
P2189,P2189H01,1,0,20,NA,NA,NA,0.16,1.6,NA,6.2,5.8,28,21.2,NA,NA,0,NA,1.59,2.71,0.92,41.32,4.21,24.96,29.17,NA,NA,10.55,12.25,50.3,26.9,99.99999999999999,77.19999999999999
P2189,P2189H02,2,20,50,NA,NA,NA,0.16,2.3,NA,6.4,5.8,10.4,26,NA,NA,0,NA,1.81,2.68,1.64,32.46,NA,NA,25.54,NA,NA,13.05,12.5,44.85,29.6,100,74.45
P2189,P2189H03,3,80,113,NA,NA,NA,0.12,0.4,NA,7,6.4,NA,NA,NA,NA,0,NA,NA,NA,2.13,NA,NA,NA,NA,NA,2.4,13.3,9.25,47.65,29.8,100,77.45
P2192,P2192H01,1,0,17,NA,NA,NA,0.12,1.2,NA,6.5,5.1,7.6,8,NA,NA,0,NA,1.59,2.64,1.12,39.77,5.12,21.06,26.18,NA,NA,10.8,16,36,37.2,100,73.2
P2192,P2192H02,2,17,52,NA,NA,NA,0.08,0.9,NA,6.3,5.2,8.4,7.8,NA,NA,0,NA,1.83,2.63,1.81,30.41,NA,NA,28.48,NA,NA,17.08,15.25,39.9,27.8,100.03,67.7
P2192,P2192H03,3,79,123,NA,NA,NA,0.44,0.4,NA,7,6.5,NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,4.8,38.75,34.75,21.7,100,56.45
P2193,P2193H01,1,0,17,NA,NA,NA,0.2,3.4,NA,7.2,6.3,11.2,19.6,NA,NA,0,NA,1.34,2.61,3.92,48.65,17.95,29.43,47.38,NA,NA,16.8,22,46.2,15,100,61.2
P2193,P2193H02,2,17,35,NA,NA,NA,0.28,0.2,NA,6.7,6.2,8,5.4,NA,NA,0,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,11.05,13.5,45.95,29.5,100,75.45
P2193,P2193H03,3,35,67,NA,NA,NA,0.08,0.7,NA,7.2,6.7,NA,NA,NA,NA,0,NA,1.82,2.61,1.21,30.26,NA,NA,26.61,NA,NA,10.05,15.75,46.8,27.4,99.99999999999999,74.19999999999999
P2193,P2193H04,4,80,110,NA,NA,NA,0.08,0.5,NA,7.5,6.9,NA,NA,NA,NA,0,NA,NA,NA,3.77,NA,NA,NA,NA,NA,NA,14.3,26,34.1,25.6,100,59.7
P2194,P2194H01,1,0,38,NA,NA,NA,0.04,1.6,NA,6.5,5.3,35.2,20.6,NA,NA,0,NA,1.58,2.59,3.66,38.99,12.22,22.79,35.01,NA,NA,22.8,27.5,29.1,20.6,100,49.7
P2194,P2194H02,2,38,69,NA,NA,NA,0.08,1.2,NA,6.9,6,NA,NA,NA,NA,0,NA,1.79,2.59,2.15,30.88,NA,NA,29.45,NA,NA,22.55,16.5,32.75,28.2,100,60.95
P2194,P2194H03,3,69,103,NA,NA,NA,0.08,0.8,NA,6.9,6.2,NA,NA,NA,NA,0,NA,NA,NA,2.81,NA,NA,NA,NA,NA,NA,18.3,17.5,39.9,24.3,100,64.2
P2194,P2194H04,4,103,126,NA,NA,NA,0.12,0.7,NA,6.8,6.1,NA,NA,NA,NA,0,NA,NA,NA,3.86,NA,NA,NA,NA,NA,NA,17.55,19.5,32.55,30.4,99.99999999999999,62.949999999999996
P2195,P2195H01,1,0,25,NA,NA,NA,0.12,1.4,NA,6.1,5.5,2.2,19.6,NA,NA,0,NA,1.52,2.7,0.92,43.7,5.15,21.1,26.25,NA,NA,5.8,14,47,33,99.8,80
P2195,P2195H02,2,50,74,NA,NA,NA,0.08,0.8,NA,6.3,5.3,8.4,11.2,NA,NA,0,NA,1.67,2.63,1.13,36.56,NA,NA,31.78,NA,NA,14.3,14.25,36.45,35,100,71.45
P2195,P2195H03,3,90,128,NA,NA,NA,0.2,0.6,NA,6.5,5.7,NA,NA,NA,NA,0,NA,NA,NA,1.17,NA,NA,NA,NA,NA,NA,10.8,15,43.1,31.1,100,74.2
P2196,P2196H01,1,0,42,NA,NA,NA,0.04,1.8,NA,6.4,5.2,13.4,22.2,NA,NA,0,NA,1.59,2.55,2.8,37.64,12.82,17.8,30.62,NA,NA,19.55,29.5,35.65,15.3,100,50.95
P2196,P2196H02,2,42,80,NA,NA,NA,0.12,0.8,NA,6.5,5.3,NA,NA,NA,NA,0,NA,1.85,2.58,1.53,28.29,NA,NA,26.73,NA,NA,12.05,21.25,35.7,31,100,66.7
P2196,P2196H03,3,81,121,NA,NA,NA,0.08,0.7,NA,6.9,5.8,NA,NA,NA,NA,0,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,15.55,13.5,42.15,28.8,100,70.95
P2197,P2197H01,1,0,30,NA,NA,NA,0.16,1.2,NA,5.8,5.1,12.8,10.4,NA,NA,0,NA,1.65,2.61,0.65,36.78,2.94,25.39,28.36,NA,1.85,12.05,8.75,37.2,42,100,79.2
P2197,P2197H02,2,30,61,NA,NA,NA,0.16,0.5,NA,6.5,5.9,5.4,13.4,NA,NA,0,NA,1.73,2.48,1.04,30.24,NA,NA,22.44,NA,7.5,12.55,9.25,34.2,44,100,78.2
P2197,P2197H03,3,80,121,NA,NA,NA,0.12,0.4,NA,7,6.1,NA,NA,NA,NA,0,NA,NA,NA,1.36,NA,NA,NA,NA,NA,8.55,1.55,10.75,26.2,61.5,100,87.7
P2198,P2198H01,1,0,31,NA,NA,NA,0.04,3,NA,6.7,5.3,9.2,21.2,NA,NA,0,NA,1.65,2.62,4.54,37.02,12.62,24.48,37.1,NA,NA,35.05,38.5,23.45,3,100,26.45
P2198,P2198H02,2,31,51,NA,NA,NA,0.4,1.1,NA,7.2,6.5,11.2,13,NA,NA,0,NA,1.67,2.5,2.67,34,NA,NA,34.25,NA,NA,24.55,26.25,37.2,12,100,49.2
